,ex_name,userId,Reference,SampleA,SampleB,choice_answerTimbre,choice_answerRhythm,choice_answerMelody,choice_answerTotal,choice_time
23583,ex202407,user202,set23/2/residuals/X_1884-5.wav,set23/2/residuals/A_2019-11.wav,set23/2/residuals/B_2003-50.wav,NA,B-,B+,B-,23559
23584,ex202407,user202,set23/1/mix/X_1954-28.wav,set23/1/mix/A_1916-7.wav,set23/1/mix/B_2082-7.wav,B-,B-,B+,B-,27893
23585,ex202407,user202,set23/2/bass/X_1884-47.wav,set23/2/bass/A_2019-18.wav,set23/2/bass/B_2003-17.wav,NA,A-,A-,A-,33148
23586,ex202407,user202,set23/3/guitar/X_1936-36.wav,set23/3/guitar/A_1889-4.wav,set23/3/guitar/B_2037-62.wav,B-,B+,B-,B-,39739
23588,ex202407,user202,set23/2/drums/X_1884-29.wav,set23/2/drums/A_2019-46.wav,set23/2/drums/B_2003-44.wav,A-,A-,B-,A-,25301
23589,ex202407,user202,set23/0/piano/X_2037-43.wav,set23/0/piano/A_1913-15.wav,set23/0/piano/B_1977-29.wav,A+,B-,B-,A-,35337
23590,ex202407,user202,set23/1/bass/X_1954-41.wav,set23/1/bass/A_1916-33.wav,set23/1/bass/B_2082-33.wav,NA,A-,A-,A-,25113
23593,ex202407,user202,set23/2/mix/X_1884-27.wav,set23/2/mix/A_2019-36.wav,set23/2/mix/B_2003-7.wav,A-,B-,B-,B-,41730
23596,ex202407,user202,set23/0/drums/X_2037-53.wav,set23/0/drums/A_1913-30.wav,set23/0/drums/B_1977-6.wav,A-,A-,A-,A-,37268
23599,ex202407,user202,set23/1/piano/X_1954-18.wav,set23/1/piano/A_1916-9.wav,set23/1/piano/B_2082-5.wav,B-,A-,A-,A-,48078
23607,ex202407,user202,set23/1/drums/X_1954-26.wav,set23/1/drums/A_1916-25.wav,set23/1/drums/B_2082-27.wav,B-,B-,B-,B-,56815
23608,ex202407,user202,set23/0/guitar/X_2037-23.wav,set23/0/guitar/A_1913-61.wav,set23/0/guitar/B_1977-10.wav,NA,A-,A-,A-,40783
23613,ex202407,user202,set23/3/bass/X_1936-5.wav,set23/3/bass/A_1889-33.wav,set23/3/bass/B_2037-53.wav,B-,B-,B+,B-,44331
23614,ex202407,user202,set23/0/mix/X_2037-3.wav,set23/0/mix/A_1913-62.wav,set23/0/mix/B_1977-32.wav,NA,A-,NA,A-,45210
23615,ex202407,user202,set23/2/piano/X_1884-16.wav,set23/2/piano/A_2019-17.wav,set23/2/piano/B_2003-32.wav,B-,B-,NA,B-,42852
23616,ex202407,user202,set23/0/residuals/X_2037-49.wav,set23/0/residuals/A_1913-45.wav,set23/0/residuals/B_1977-39.wav,A-,A-,A-,A-,66025
23617,ex202407,user202,set23/3/residuals/X_1936-12.wav,set23/3/residuals/A_1889-8.wav,set23/3/residuals/B_2037-40.wav,A-,B-,B-,B-,62800
23620,ex202407,user38,set58/3/residuals/X_1961-67.wav,set58/3/residuals/A_2004-20.wav,set58/3/residuals/B_2019-36.wav,A-,A-,NA,A-,37914
23624,ex202407,user38,set58/3/bass/X_1961-43.wav,set58/3/bass/A_2004-11.wav,set58/3/bass/B_2019-14.wav,A+,A-,A-,A-,41613
23627,ex202407,user38,set58/3/mix/X_1961-32.wav,set58/3/mix/A_2004-3.wav,set58/3/mix/B_2019-31.wav,B-,B-,B-,B-,28887
23628,ex202407,user38,set58/3/piano/X_1961-20.wav,set58/3/piano/A_2004-20.wav,set58/3/piano/B_2019-56.wav,B+,A-,A-,A-,50697
23629,ex202407,user38,set58/2/mix/X_1945-4.wav,set58/2/mix/A_1986-26.wav,set58/2/mix/B_2079-33.wav,NA,B-,B-,B-,33815
23631,ex202407,user38,set58/2/residuals/X_1945-16.wav,set58/2/residuals/A_1986-43.wav,set58/2/residuals/B_2079-25.wav,NA,B-,B-,B-,40248
23632,ex202407,user38,set58/2/drums/X_1945-36.wav,set58/2/drums/A_1986-22.wav,set58/2/drums/B_2079-21.wav,B-,A-,A-,A-,35178
23633,ex202407,user38,set58/2/bass/X_1945-11.wav,set58/2/bass/A_1986-14.wav,set58/2/bass/B_2079-22.wav,A+,A-,A-,A-,23870
23634,ex202407,user38,set58/1/residuals/X_2002-15.wav,set58/1/residuals/A_2045-22.wav,set58/1/residuals/B_1995-16.wav,A-,A-,A-,A-,24849
23636,ex202407,user38,set58/3/guitar/X_1961-11.wav,set58/3/guitar/A_2004-26.wav,set58/3/guitar/B_2019-49.wav,B-,B-,B-,B-,20366
23638,ex202407,user38,set58/2/piano/X_1945-36.wav,set58/2/piano/A_1986-40.wav,set58/2/piano/B_2079-25.wav,NA,A-,A-,A-,42803
23639,ex202407,user38,set58/0/piano/X_2087-19.wav,set58/0/piano/A_1995-17.wav,set58/0/piano/B_1994-22.wav,B-,B-,B-,B-,18383
23641,ex202407,user38,set58/0/guitar/X_2087-12.wav,set58/0/guitar/A_1995-39.wav,set58/0/guitar/B_1994-11.wav,NA,B-,B-,B-,29393
23643,ex202407,user38,set58/0/residuals/X_2087-14.wav,set58/0/residuals/A_1995-34.wav,set58/0/residuals/B_1994-21.wav,A-,A-,A-,A-,18824
23644,ex202407,user38,set58/3/drums/X_1961-42.wav,set58/3/drums/A_2004-31.wav,set58/3/drums/B_2019-33.wav,A+,A-,A-,A-,18624
23647,ex202407,user38,set58/1/piano/X_2002-13.wav,set58/1/piano/A_2045-4.wav,set58/1/piano/B_1995-46.wav,A-,A-,A-,A-,21215
23651,ex202407,user38,set58/1/guitar/X_2002-47.wav,set58/1/guitar/A_2045-27.wav,set58/1/guitar/B_1995-29.wav,B-,A-,B-,B-,32628
23653,ex202407,user38,set58/1/bass/X_2002-18.wav,set58/1/bass/A_2045-15.wav,set58/1/bass/B_1995-16.wav,NA,B-,B-,B-,42808
23658,ex202407,user38,set58/0/mix/X_2087-24.wav,set58/0/mix/A_1995-28.wav,set58/0/mix/B_1994-7.wav,A+,A-,A+,A+,22152
23660,ex202407,user38,set58/0/bass/X_2087-37.wav,set58/0/bass/A_1995-32.wav,set58/0/bass/B_1994-19.wav,B-,B-,B-,B-,23543
23663,ex202407,user38,set58/1/mix/X_2002-44.wav,set58/1/mix/A_2045-41.wav,set58/1/mix/B_1995-3.wav,A-,B-,B-,B-,25601
23664,ex202407,user38,set58/2/guitar/X_1945-34.wav,set58/2/guitar/A_1986-18.wav,set58/2/guitar/B_2079-7.wav,NA,B-,B-,B-,28494
23666,ex202407,user38,set58/0/drums/X_2087-33.wav,set58/0/drums/A_1995-7.wav,set58/0/drums/B_1994-24.wav,A-,B-,B-,B-,21329
23667,ex202407,user38,set58/1/drums/X_2002-37.wav,set58/1/drums/A_2045-32.wav,set58/1/drums/B_1995-45.wav,B-,B-,B-,B-,21356
23670,ex202407,user253,set18/2/bass/X_2016-14.wav,set18/2/bass/A_1998-38.wav,set18/2/bass/B_2052-37.wav,A-,A-,A-,A-,32098
23671,ex202407,user253,set18/1/mix/X_2061-29.wav,set18/1/mix/A_1932-11.wav,set18/1/mix/B_1883-31.wav,A-,B-,A-,A-,25196
23672,ex202407,user253,set18/0/guitar/X_1929-33.wav,set18/0/guitar/A_1962-42.wav,set18/0/guitar/B_1974-27.wav,A+,A+,A-,A+,27403
23674,ex202407,user253,set18/2/residuals/X_2016-49.wav,set18/2/residuals/A_1998-31.wav,set18/2/residuals/B_2052-16.wav,B-,B-,B-,B-,22685
23675,ex202407,user253,set18/3/bass/X_1977-38.wav,set18/3/bass/A_1949-24.wav,set18/3/bass/B_1920-31.wav,B-,B-,NA,B-,47100
23679,ex202407,user253,set18/1/drums/X_2061-36.wav,set18/1/drums/A_1932-47.wav,set18/1/drums/B_1883-8.wav,B-,B-,NA,B-,21818
23680,ex202407,user253,set18/1/guitar/X_2061-32.wav,set18/1/guitar/A_1932-33.wav,set18/1/guitar/B_1883-35.wav,A-,A-,A-,A-,23001
23683,ex202407,user253,set18/0/mix/X_1929-40.wav,set18/0/mix/A_1962-49.wav,set18/0/mix/B_1974-26.wav,B-,NA,NA,B-,22535
23684,ex202407,user253,set18/3/residuals/X_1977-27.wav,set18/3/residuals/A_1949-43.wav,set18/3/residuals/B_1920-40.wav,B-,B-,B-,B-,21032
23689,ex202407,user253,set18/0/residuals/X_1929-34.wav,set18/0/residuals/A_1962-36.wav,set18/0/residuals/B_1974-29.wav,NA,A-,NA,A-,20789
23692,ex202407,user253,set18/1/piano/X_2061-41.wav,set18/1/piano/A_1932-31.wav,set18/1/piano/B_1883-17.wav,NA,A-,NA,A-,23036
23694,ex202407,user253,set18/1/bass/X_2061-43.wav,set18/1/bass/A_1932-43.wav,set18/1/bass/B_1883-17.wav,B-,B-,NA,B-,21847
23695,ex202407,user253,set18/0/piano/X_1929-15.wav,set18/0/piano/A_1962-11.wav,set18/0/piano/B_1974-12.wav,B-,B-,B-,B-,266737
23696,ex202407,user253,set18/2/mix/X_2016-45.wav,set18/2/mix/A_1998-27.wav,set18/2/mix/B_2052-40.wav,B-,B+,B-,B-,21462
23698,ex202407,user253,set18/2/drums/X_2016-9.wav,set18/2/drums/A_1998-10.wav,set18/2/drums/B_2052-10.wav,A-,B-,NA,A-,26486
23699,ex202407,user253,set18/0/drums/X_1929-20.wav,set18/0/drums/A_1962-45.wav,set18/0/drums/B_1974-23.wav,B-,B-,NA,B-,18119
23700,ex202407,user253,set18/2/piano/X_2016-15.wav,set18/2/piano/A_1998-43.wav,set18/2/piano/B_2052-27.wav,B-,B-,B-,B-,20140
23701,ex202407,user253,set18/1/residuals/X_2061-15.wav,set18/1/residuals/A_1932-44.wav,set18/1/residuals/B_1883-3.wav,A-,B-,B-,B-,19790
23703,ex202407,user253,set18/0/bass/X_1929-44.wav,set18/0/bass/A_1962-22.wav,set18/0/bass/B_1974-38.wav,B-,A-,NA,B-,28037
23705,ex202407,user253,set18/3/guitar/X_1977-43.wav,set18/3/guitar/A_1949-9.wav,set18/3/guitar/B_1920-25.wav,B-,B-,B-,B-,25721
23711,ex202407,user253,set18/3/mix/X_1977-14.wav,set18/3/mix/A_1949-30.wav,set18/3/mix/B_1920-6.wav,B-,B-,B-,B-,20728
23713,ex202407,user253,set18/3/drums/X_1977-36.wav,set18/3/drums/A_1949-46.wav,set18/3/drums/B_1920-30.wav,A-,B-,NA,B-,20838
23717,ex202407,user253,set18/2/guitar/X_2016-19.wav,set18/2/guitar/A_1998-17.wav,set18/2/guitar/B_2052-6.wav,A-,B-,A-,A-,21613
23718,ex202407,user253,set18/3/piano/X_1977-29.wav,set18/3/piano/A_1949-13.wav,set18/3/piano/B_1920-39.wav,B-,NA,NA,B-,21563
23719,ex202407,user254,set56/3/guitar/X_2096-29.wav,set56/3/guitar/A_1889-11.wav,set56/3/guitar/B_2046-29.wav,A-,A-,A-,A-,134434
23720,ex202407,user254,set56/1/piano/X_2049-4.wav,set56/1/piano/A_1931-21.wav,set56/1/piano/B_1990-83.wav,NA,B-,NA,B-,72116
23722,ex202407,user254,set56/1/residuals/X_2049-17.wav,set56/1/residuals/A_1931-6.wav,set56/1/residuals/B_1990-31.wav,B-,NA,A-,B-,62116
23723,ex202407,user254,set56/0/residuals/X_1981-25.wav,set56/0/residuals/A_1994-32.wav,set56/0/residuals/B_1975-35.wav,B-,B-,B-,B-,32011
23724,ex202407,user254,set56/3/residuals/X_2096-20.wav,set56/3/residuals/A_1889-18.wav,set56/3/residuals/B_2046-39.wav,B-,B-,B+,B-,33516
23726,ex202407,user254,set56/3/drums/X_2096-11.wav,set56/3/drums/A_1889-15.wav,set56/3/drums/B_2046-31.wav,B-,B-,NA,B-,31826
23727,ex202407,user254,set56/1/drums/X_2049-18.wav,set56/1/drums/A_1931-13.wav,set56/1/drums/B_1990-60.wav,NA,B+,NA,B+,36532
23728,ex202407,user254,set56/1/bass/X_2049-29.wav,set56/1/bass/A_1931-27.wav,set56/1/bass/B_1990-12.wav,NA,B-,NA,B-,36076
23729,ex202407,user254,set56/2/piano/X_1932-46.wav,set56/2/piano/A_2051-20.wav,set56/2/piano/B_1959-37.wav,B-,B-,B-,B-,30134
23730,ex202407,user254,set56/3/bass/X_2096-17.wav,set56/3/bass/A_1889-49.wav,set56/3/bass/B_2046-29.wav,B-,B-,NA,B-,46486
23731,ex202407,user254,set56/2/drums/X_1932-42.wav,set56/2/drums/A_2051-24.wav,set56/2/drums/B_1959-9.wav,A-,A-,NA,A-,46339
23740,ex202407,user254,set56/0/piano/X_1981-3.wav,set56/0/piano/A_1994-34.wav,set56/0/piano/B_1975-31.wav,A-,A-,A-,A-,34243
23741,ex202407,user254,set56/3/mix/X_2096-9.wav,set56/3/mix/A_1889-35.wav,set56/3/mix/B_2046-23.wav,A-,A-,A-,A-,41728
23742,ex202407,user254,set56/3/piano/X_2096-10.wav,set56/3/piano/A_1889-30.wav,set56/3/piano/B_2046-28.wav,B-,B-,B-,B-,55361
23743,ex202407,user254,set56/2/guitar/X_1932-47.wav,set56/2/guitar/A_2051-18.wav,set56/2/guitar/B_1959-49.wav,A-,A-,A-,A-,27711
23746,ex202407,user254,set56/0/drums/X_1981-30.wav,set56/0/drums/A_1994-24.wav,set56/0/drums/B_1975-48.wav,B-,B-,NA,B-,33658
23747,ex202407,user254,set56/1/mix/X_2049-35.wav,set56/1/mix/A_1931-2.wav,set56/1/mix/B_1990-43.wav,A-,A-,A-,A-,35540
23749,ex202407,user254,set56/1/guitar/X_2049-8.wav,set56/1/guitar/A_1931-8.wav,set56/1/guitar/B_1990-59.wav,B-,B-,B-,B-,36514
23752,ex202407,user254,set56/0/bass/X_1981-45.wav,set56/0/bass/A_1994-19.wav,set56/0/bass/B_1975-42.wav,A-,A-,NA,A-,21539
23756,ex202407,user254,set56/2/bass/X_1932-23.wav,set56/2/bass/A_2051-15.wav,set56/2/bass/B_1959-35.wav,B-,B-,B-,B-,18239
23757,ex202407,user254,set56/2/mix/X_1932-18.wav,set56/2/mix/A_2051-6.wav,set56/2/mix/B_1959-36.wav,A-,B-,A-,A-,35062
23758,ex202407,user254,set56/2/residuals/X_1932-48.wav,set56/2/residuals/A_2051-31.wav,set56/2/residuals/B_1959-32.wav,A-,A-,A-,A-,18484
23759,ex202407,user254,set56/0/mix/X_1981-35.wav,set56/0/mix/A_1994-15.wav,set56/0/mix/B_1975-15.wav,A-,B-,B-,B-,37141
23765,ex202407,user254,set56/0/guitar/X_1981-23.wav,set56/0/guitar/A_1994-13.wav,set56/0/guitar/B_1975-22.wav,B-,A-,A-,A-,30437
23769,ex202407,user161,set27/1/residuals/X_1996-53.wav,set27/1/residuals/A_1920-51.wav,set27/1/residuals/B_2081-19.wav,B-,B-,NA,B-,72136
23773,ex202407,user161,set27/0/piano/X_1985-28.wav,set27/0/piano/A_2053-34.wav,set27/0/piano/B_2047-6.wav,B-,NA,B-,B-,57574
23774,ex202407,user161,set27/2/piano/X_1981-3.wav,set27/2/piano/A_1928-33.wav,set27/2/piano/B_1978-46.wav,B-,NA,B-,B-,43509
23775,ex202407,user161,set27/3/residuals/X_2070-33.wav,set27/3/residuals/A_2000-16.wav,set27/3/residuals/B_1904-49.wav,B-,B+,B+,B-,27270
23779,ex202407,user161,set27/0/guitar/X_1985-42.wav,set27/0/guitar/A_2053-17.wav,set27/0/guitar/B_2047-62.wav,B-,NA,NA,B-,31214
23781,ex202407,user161,set27/1/piano/X_1996-14.wav,set27/1/piano/A_1920-41.wav,set27/1/piano/B_2081-8.wav,NA,B-,B-,B-,35986
23782,ex202407,user161,set27/0/bass/X_1985-5.wav,set27/0/bass/A_2053-2.wav,set27/0/bass/B_2047-38.wav,B-,B-,B-,B-,40480
23783,ex202407,user161,set27/0/drums/X_1985-12.wav,set27/0/drums/A_2053-43.wav,set27/0/drums/B_2047-37.wav,A-,B+,B+,B-,36414
23784,ex202407,user161,set27/0/residuals/X_1985-35.wav,set27/0/residuals/A_2053-19.wav,set27/0/residuals/B_2047-58.wav,A-,A-,A-,A-,37678
23786,ex202407,user161,set27/3/guitar/X_2070-16.wav,set27/3/guitar/A_2000-33.wav,set27/3/guitar/B_1904-8.wav,NA,NA,B-,B-,59773
23788,ex202407,user161,set27/0/mix/X_1985-11.wav,set27/0/mix/A_2053-3.wav,set27/0/mix/B_2047-17.wav,A-,NA,NA,A-,49905
23792,ex202407,user161,set27/3/piano/X_2070-27.wav,set27/3/piano/A_2000-22.wav,set27/3/piano/B_1904-15.wav,B-,NA,NA,B-,41304
23795,ex202407,user161,set27/2/guitar/X_1981-40.wav,set27/2/guitar/A_1928-26.wav,set27/2/guitar/B_1978-28.wav,B-,NA,NA,B-,35698
23797,ex202407,user161,set27/2/residuals/X_1981-22.wav,set27/2/residuals/A_1928-7.wav,set27/2/residuals/B_1978-57.wav,A-,NA,NA,A-,52227
23802,ex202407,user161,set27/2/mix/X_1981-24.wav,set27/2/mix/A_1928-25.wav,set27/2/mix/B_1978-48.wav,B-,NA,NA,B-,31096
23803,ex202407,user161,set27/3/mix/X_2070-17.wav,set27/3/mix/A_2000-11.wav,set27/3/mix/B_1904-44.wav,NA,B-,B-,B-,29116
23804,ex202407,user161,set27/1/bass/X_1996-34.wav,set27/1/bass/A_1920-50.wav,set27/1/bass/B_2081-40.wav,NA,NA,B-,B-,55847
23805,ex202407,user161,set27/2/bass/X_1981-29.wav,set27/2/bass/A_1928-7.wav,set27/2/bass/B_1978-54.wav,B-,NA,NA,B-,35336
23809,ex202407,user161,set27/1/guitar/X_1996-10.wav,set27/1/guitar/A_1920-48.wav,set27/1/guitar/B_2081-9.wav,NA,B-,NA,B-,36751
23810,ex202407,user161,set27/1/mix/X_1996-27.wav,set27/1/mix/A_1920-4.wav,set27/1/mix/B_2081-17.wav,NA,B-,NA,B-,49444
23812,ex202407,user161,set27/3/drums/X_2070-45.wav,set27/3/drums/A_2000-31.wav,set27/3/drums/B_1904-24.wav,B-,NA,NA,B-,32871
23814,ex202407,user161,set27/1/drums/X_1996-32.wav,set27/1/drums/A_1920-45.wav,set27/1/drums/B_2081-20.wav,A-,NA,NA,A-,52989
23815,ex202407,user161,set27/2/drums/X_1981-15.wav,set27/2/drums/A_1928-32.wav,set27/2/drums/B_1978-29.wav,A-,A-,A-,A-,28117
23818,ex202407,user161,set27/3/bass/X_2070-42.wav,set27/3/bass/A_2000-21.wav,set27/3/bass/B_1904-19.wav,NA,NA,A-,A-,34061
23819,ex202407,user7,set9/1/drums/X_1950-25.wav,set9/1/drums/A_1876-29.wav,set9/1/drums/B_2049-35.wav,A+,A+,NA,A+,51486
23820,ex202407,user7,set9/0/guitar/X_1931-3.wav,set9/0/guitar/A_1897-3.wav,set9/0/guitar/B_2019-17.wav,A-,A+,A+,A+,61470
23821,ex202407,user7,set9/1/mix/X_1950-40.wav,set9/1/mix/A_1876-13.wav,set9/1/mix/B_2049-14.wav,A-,B-,A-,A-,79473
23825,ex202407,user7,set9/2/mix/X_1907-22.wav,set9/2/mix/A_1986-1.wav,set9/2/mix/B_1952-25.wav,B-,B-,B-,B-,31419
23826,ex202407,user7,set9/1/bass/X_1950-6.wav,set9/1/bass/A_1876-41.wav,set9/1/bass/B_2049-28.wav,A+,A+,A+,A+,30279
23827,ex202407,user7,set9/3/guitar/X_1968-46.wav,set9/3/guitar/A_2054-24.wav,set9/3/guitar/B_1981-30.wav,B-,A-,A-,A-,40731
23829,ex202407,user7,set9/1/guitar/X_1950-20.wav,set9/1/guitar/A_1876-9.wav,set9/1/guitar/B_2049-20.wav,A-,A-,A-,A-,53844
23834,ex202407,user7,set9/0/residuals/X_1931-8.wav,set9/0/residuals/A_1897-53.wav,set9/0/residuals/B_2019-53.wav,B-,NA,A-,A-,44441
23836,ex202407,user7,set9/2/bass/X_1907-36.wav,set9/2/bass/A_1986-52.wav,set9/2/bass/B_1952-12.wav,B-,A-,A-,A-,54384
23837,ex202407,user7,set9/1/piano/X_1950-5.wav,set9/1/piano/A_1876-21.wav,set9/1/piano/B_2049-33.wav,B-,B-,B-,B-,42696
23840,ex202407,user7,set9/3/mix/X_1968-43.wav,set9/3/mix/A_2054-55.wav,set9/3/mix/B_1981-39.wav,A-,A+,A-,A-,38926
23843,ex202407,user7,set9/0/bass/X_1931-2.wav,set9/0/bass/A_1897-43.wav,set9/0/bass/B_2019-52.wav,B-,NA,B-,B-,73599
23844,ex202407,user7,set9/3/drums/X_1968-27.wav,set9/3/drums/A_2054-16.wav,set9/3/drums/B_1981-42.wav,A+,A-,NA,A-,29457
23848,ex202407,user7,set9/0/drums/X_1931-44.wav,set9/0/drums/A_1897-45.wav,set9/0/drums/B_2019-26.wav,B+,B-,NA,B+,52477
23850,ex202407,user7,set9/1/residuals/X_1950-39.wav,set9/1/residuals/A_1876-7.wav,set9/1/residuals/B_2049-25.wav,A+,A-,A+,A+,50398
23851,ex202407,user7,set9/0/piano/X_1931-42.wav,set9/0/piano/A_1897-45.wav,set9/0/piano/B_2019-16.wav,B+,B-,B+,B+,36915
23853,ex202407,user7,set9/2/piano/X_1907-29.wav,set9/2/piano/A_1986-7.wav,set9/2/piano/B_1952-31.wav,B+,B+,B+,B+,23428
23854,ex202407,user7,set9/2/residuals/X_1907-21.wav,set9/2/residuals/A_1986-7.wav,set9/2/residuals/B_1952-36.wav,A-,A-,A-,A-,48939
23860,ex202407,user7,set9/3/residuals/X_1968-35.wav,set9/3/residuals/A_2054-21.wav,set9/3/residuals/B_1981-26.wav,A+,A+,A+,A+,45034
23861,ex202407,user7,set9/2/guitar/X_1907-23.wav,set9/2/guitar/A_1986-53.wav,set9/2/guitar/B_1952-26.wav,B+,B+,B+,B+,36240
23863,ex202407,user7,set9/0/mix/X_1931-17.wav,set9/0/mix/A_1897-11.wav,set9/0/mix/B_2019-18.wav,B+,B+,B+,B+,39866
23865,ex202407,user7,set9/2/drums/X_1907-32.wav,set9/2/drums/A_1986-15.wav,set9/2/drums/B_1952-24.wav,B-,B+,NA,B+,29454
23867,ex202407,user7,set9/3/piano/X_1968-25.wav,set9/3/piano/A_2054-52.wav,set9/3/piano/B_1981-18.wav,B-,B-,B+,B-,40642
23868,ex202407,user7,set9/3/bass/X_1968-40.wav,set9/3/bass/A_2054-50.wav,set9/3/bass/B_1981-31.wav,A-,A-,A-,A-,70249
23869,ex202407,user205,set8/0/bass/X_2044-34.wav,set8/0/bass/A_1978-53.wav,set8/0/bass/B_2079-14.wav,A-,NA,NA,A-,67246
23870,ex202407,user205,set8/0/mix/X_2044-26.wav,set8/0/mix/A_1978-57.wav,set8/0/mix/B_2079-28.wav,B-,NA,NA,B-,41058
23873,ex202407,user205,set8/0/residuals/X_2044-18.wav,set8/0/residuals/A_1978-13.wav,set8/0/residuals/B_2079-23.wav,B-,NA,B-,B-,36293
23874,ex202407,user205,set8/2/guitar/X_1929-27.wav,set8/2/guitar/A_2051-18.wav,set8/2/guitar/B_1907-32.wav,A-,NA,A-,A-,47438
23875,ex202407,user205,set8/1/drums/X_1987-19.wav,set8/1/drums/A_1993-33.wav,set8/1/drums/B_1876-49.wav,NA,NA,B-,B-,40449
23877,ex202407,user205,set8/0/drums/X_2044-5.wav,set8/0/drums/A_1978-34.wav,set8/0/drums/B_2079-29.wav,A-,NA,B-,A-,62175
23878,ex202407,user205,set8/3/guitar/X_2074-52.wav,set8/3/guitar/A_2024-25.wav,set8/3/guitar/B_1945-14.wav,NA,NA,A-,A-,44662
23880,ex202407,user205,set8/3/mix/X_2074-1.wav,set8/3/mix/A_2024-15.wav,set8/3/mix/B_1945-6.wav,B-,NA,NA,B-,40742
23885,ex202407,user205,set8/2/piano/X_1929-19.wav,set8/2/piano/A_2051-6.wav,set8/2/piano/B_1907-30.wav,NA,NA,A-,A-,57710
23887,ex202407,user205,set8/3/bass/X_2074-7.wav,set8/3/bass/A_2024-5.wav,set8/3/bass/B_1945-21.wav,A-,NA,NA,A-,54932
23888,ex202407,user205,set8/1/bass/X_1987-15.wav,set8/1/bass/A_1993-60.wav,set8/1/bass/B_1876-23.wav,A-,A+,A+,A+,28186
23890,ex202407,user205,set8/1/residuals/X_1987-27.wav,set8/1/residuals/A_1993-46.wav,set8/1/residuals/B_1876-46.wav,NA,NA,A-,A-,51870
23893,ex202407,user205,set8/2/mix/X_1929-10.wav,set8/2/mix/A_2051-12.wav,set8/2/mix/B_1907-12.wav,B-,NA,NA,B-,50101
23895,ex202407,user205,set8/3/piano/X_2074-47.wav,set8/3/piano/A_2024-24.wav,set8/3/piano/B_1945-5.wav,NA,B-,NA,B-,74144
23897,ex202407,user205,set8/1/mix/X_1987-42.wav,set8/1/mix/A_1993-35.wav,set8/1/mix/B_1876-47.wav,NA,NA,A-,A-,31609
23899,ex202407,user205,set8/1/guitar/X_1987-32.wav,set8/1/guitar/A_1993-8.wav,set8/1/guitar/B_1876-50.wav,NA,NA,A-,B-,33834
23900,ex202407,user205,set8/2/bass/X_1929-32.wav,set8/2/bass/A_2051-8.wav,set8/2/bass/B_1907-28.wav,NA,NA,A-,A-,54557
23903,ex202407,user205,set8/1/piano/X_1987-48.wav,set8/1/piano/A_1993-65.wav,set8/1/piano/B_1876-33.wav,NA,NA,B-,B-,65545
23907,ex202407,user205,set8/0/piano/X_2044-13.wav,set8/0/piano/A_1978-52.wav,set8/0/piano/B_2079-15.wav,NA,NA,B-,B-,92976
23909,ex202407,user205,set8/2/drums/X_1929-23.wav,set8/2/drums/A_2051-16.wav,set8/2/drums/B_1907-18.wav,B-,NA,B-,B-,73616
23910,ex202407,user205,set8/2/residuals/X_1929-28.wav,set8/2/residuals/A_2051-18.wav,set8/2/residuals/B_1907-46.wav,B-,NA,B-,B-,43185
23911,ex202407,user205,set8/3/drums/X_2074-16.wav,set8/3/drums/A_2024-5.wav,set8/3/drums/B_1945-4.wav,NA,B-,NA,B-,52976
23914,ex202407,user205,set8/3/residuals/X_2074-55.wav,set8/3/residuals/A_2024-18.wav,set8/3/residuals/B_1945-4.wav,NA,A-,NA,A-,34217
23918,ex202407,user205,set8/0/guitar/X_2044-30.wav,set8/0/guitar/A_1978-12.wav,set8/0/guitar/B_2079-6.wav,A-,NA,A-,A-,34941
23919,ex202407,user47,set35/1/piano/X_1955-40.wav,set35/1/piano/A_2030-46.wav,set35/1/piano/B_2069-44.wav,A-,NA,A-,A-,61288
23922,ex202407,user47,set35/0/drums/X_2032-31.wav,set35/0/drums/A_2074-27.wav,set35/0/drums/B_1902-29.wav,A+,A+,A-,A+,23813
23926,ex202407,user47,set35/2/guitar/X_2070-31.wav,set35/2/guitar/A_2046-40.wav,set35/2/guitar/B_1935-16.wav,NA,B-,B-,B-,21314
23927,ex202407,user47,set35/0/guitar/X_2032-20.wav,set35/0/guitar/A_2074-36.wav,set35/0/guitar/B_1902-14.wav,B-,B-,NA,B-,23865
23931,ex202407,user47,set35/3/drums/X_1957-64.wav,set35/3/drums/A_2037-25.wav,set35/3/drums/B_2062-11.wav,NA,A-,A+,A+,22798
23932,ex202407,user47,set35/2/mix/X_2070-36.wav,set35/2/mix/A_2046-20.wav,set35/2/mix/B_1935-33.wav,A+,A+,A-,A+,20024
23938,ex202407,user47,set35/2/piano/X_2070-38.wav,set35/2/piano/A_2046-11.wav,set35/2/piano/B_1935-38.wav,B-,NA,NA,B-,20789
23939,ex202407,user47,set35/2/residuals/X_2070-15.wav,set35/2/residuals/A_2046-17.wav,set35/2/residuals/B_1935-9.wav,A-,NA,A+,A-,18892
23940,ex202407,user47,set35/3/residuals/X_1957-25.wav,set35/3/residuals/A_2037-23.wav,set35/3/residuals/B_2062-17.wav,A+,A-,A-,A-,22138
23941,ex202407,user47,set35/1/mix/X_1955-42.wav,set35/1/mix/A_2030-42.wav,set35/1/mix/B_2069-25.wav,A-,NA,A-,A-,21147
23946,ex202407,user47,set35/3/guitar/X_1957-40.wav,set35/3/guitar/A_2037-60.wav,set35/3/guitar/B_2062-14.wav,B-,NA,B-,B-,27368
