Unnamed: 0,ex_name,subject_id,reference,sample_a,sample_b,answer_timbre,answer_rhythm,answer_melody,answer_total,choice_time
27331,ex202407,subject276,set5/1/drums/X_1962-19.wav,set5/1/drums/C_1904-26.wav,set5/1/drums/Y_1962-8.wav,B+,B+,B+,B+,21557
27332,ex202407,subject276,set5/3/mix/X_1949-30.wav,set5/3/mix/Y_1949-26.wav,set5/3/mix/C_2088-14.wav,B-,B-,B-,B-,54320
27333,ex202407,subject276,set5/2/piano/X_1883-23.wav,set5/2/piano/Y_1883-12.wav,set5/2/piano/C_2046-15.wav,A+,A+,A+,A+,20211
27336,ex202407,subject276,set5/2/drums/X_1883-26.wav,set5/2/drums/Y_1883-8.wav,set5/2/drums/C_2046-16.wav,A+,A+,A+,A+,20476
27338,ex202407,subject276,set5/3/residuals/X_1949-43.wav,set5/3/residuals/Y_1949-42.wav,set5/3/residuals/C_2088-28.wav,A+,A+,A+,A+,21203
27339,ex202407,subject276,set5/3/piano/X_1949-36.wav,set5/3/piano/C_2088-28.wav,set5/3/piano/Y_1949-24.wav,B+,B+,B+,B+,20833
27342,ex202407,subject276,set5/0/bass/X_1877-13.wav,set5/0/bass/C_1972-48.wav,set5/0/bass/Y_1877-20.wav,A-,A-,A-,A-,36035
27344,ex202407,subject276,set5/0/residuals/X_1877-36.wav,set5/0/residuals/C_1972-59.wav,set5/0/residuals/Y_1877-21.wav,B+,B+,B+,B+,24143
27346,ex202407,subject276,set5/0/mix/X_1877-31.wav,set5/0/mix/Y_1877-48.wav,set5/0/mix/C_1972-51.wav,A-,NA,NA,A-,27079
27347,ex202407,subject276,set5/2/residuals/X_1883-20.wav,set5/2/residuals/Y_1883-4.wav,set5/2/residuals/C_2046-15.wav,B-,NA,NA,B-,34663
27348,ex202407,subject276,set5/1/piano/X_1962-21.wav,set5/1/piano/Y_1962-34.wav,set5/1/piano/C_1904-49.wav,A+,NA,A-,A-,43070
27349,ex202407,subject277,set52/2/mix/X_2094-7.wav,set52/2/mix/Y_2094-48.wav,set52/2/mix/C_1936-4.wav,A-,A-,A-,A-,62739
27352,ex202407,subject277,set52/2/residuals/X_2094-15.wav,set52/2/residuals/C_1936-27.wav,set52/2/residuals/Y_2094-22.wav,B+,B+,B+,B+,33784
27353,ex202407,subject277,set52/3/piano/X_1889-2.wav,set52/3/piano/C_1972-2.wav,set52/3/piano/Y_1889-8.wav,A-,B-,B-,B-,54023
27354,ex202407,subject277,set52/1/mix/X_1898-11.wav,set52/1/mix/Y_1898-51.wav,set52/1/mix/C_2084-36.wav,A+,A+,A+,A+,73539
27355,ex202407,subject277,set52/1/guitar/X_1898-21.wav,set52/1/guitar/C_2084-45.wav,set52/1/guitar/Y_1898-38.wav,B+,B+,B+,B+,25847
27356,ex202407,subject277,set52/2/piano/X_2094-34.wav,set52/2/piano/C_1936-8.wav,set52/2/piano/Y_2094-16.wav,B+,B+,B+,B+,20224
27357,ex202407,subject277,set52/2/drums/X_2094-10.wav,set52/2/drums/Y_2094-12.wav,set52/2/drums/C_1936-18.wav,A+,A+,A+,A+,18880
27359,ex202407,subject277,set52/0/drums/X_1990-59.wav,set52/0/drums/C_1893-32.wav,set52/0/drums/Y_1990-77.wav,B+,B+,B-,B+,20590
27360,ex202407,subject277,set52/0/guitar/X_1990-61.wav,set52/0/guitar/C_1893-9.wav,set52/0/guitar/Y_1990-12.wav,B+,B+,B+,B-,19362
27362,ex202407,subject277,set52/3/bass/X_1889-23.wav,set52/3/bass/Y_1889-36.wav,set52/3/bass/C_1972-4.wav,A-,A-,A-,A-,21413
27364,ex202407,subject277,set52/1/residuals/X_1898-41.wav,set52/1/residuals/Y_1898-32.wav,set52/1/residuals/C_2084-51.wav,A-,NA,NA,B-,22493
27369,ex202407,subject277,set52/2/guitar/X_2094-36.wav,set52/2/guitar/Y_2094-43.wav,set52/2/guitar/C_1936-42.wav,A-,A-,NA,A-,15372
27371,ex202407,subject277,set52/1/bass/X_1898-44.wav,set52/1/bass/Y_1898-23.wav,set52/1/bass/C_2084-46.wav,A-,A-,A-,A-,20472
27377,ex202407,subject277,set52/0/bass/X_1990-35.wav,set52/0/bass/C_1893-20.wav,set52/0/bass/Y_1990-54.wav,A-,NA,A-,A-,18025
27382,ex202407,subject277,set52/3/residuals/X_1889-44.wav,set52/3/residuals/Y_1889-25.wav,set52/3/residuals/C_1972-30.wav,A-,NA,NA,A-,19640
27383,ex202407,subject277,set52/2/bass/X_2094-22.wav,set52/2/bass/C_1936-7.wav,set52/2/bass/Y_2094-3.wav,A-,A-,B-,A-,21428
27384,ex202407,subject277,set52/0/residuals/X_1990-29.wav,set52/0/residuals/C_1893-2.wav,set52/0/residuals/Y_1990-17.wav,B-,B-,B-,B-,18422
27385,ex202407,subject277,set52/3/guitar/X_1889-9.wav,set52/3/guitar/Y_1889-45.wav,set52/3/guitar/C_1972-60.wav,A-,A-,A-,A-,19406
27388,ex202407,subject277,set52/3/drums/X_1889-3.wav,set52/3/drums/C_1972-19.wav,set52/3/drums/Y_1889-8.wav,NA,B-,B-,B-,21650
27389,ex202407,subject277,set52/1/piano/X_1898-46.wav,set52/1/piano/C_2084-16.wav,set52/1/piano/Y_1898-3.wav,B-,A-,A-,A-,29709
27391,ex202407,subject277,set52/0/mix/X_1990-19.wav,set52/0/mix/Y_1990-48.wav,set52/0/mix/C_1893-5.wav,NA,A-,NA,A-,25841
27392,ex202407,subject277,set52/3/mix/X_1889-43.wav,set52/3/mix/Y_1889-28.wav,set52/3/mix/C_1972-63.wav,A-,NA,NA,A-,18956
27395,ex202407,subject277,set52/0/piano/X_1990-66.wav,set52/0/piano/Y_1990-76.wav,set52/0/piano/C_1893-41.wav,A-,A-,A-,A-,18984
27396,ex202407,subject277,set52/1/drums/X_1898-56.wav,set52/1/drums/C_2084-45.wav,set52/1/drums/Y_1898-20.wav,B-,A-,B-,B-,23364
27402,ex202407,subject193,set37/0/mix/X_2052-18.wav,set37/0/mix/Y_2052-43.wav,set37/0/mix/C_1877-24.wav,B-,A-,A-,A-,117636
27406,ex202407,subject193,set37/0/bass/X_2052-41.wav,set37/0/bass/Y_2052-34.wav,set37/0/bass/C_1877-45.wav,A-,A-,A-,A-,89197
27408,ex202407,subject193,set37/0/drums/X_2052-1.wav,set37/0/drums/Y_2052-16.wav,set37/0/drums/C_1877-17.wav,A+,A+,A+,A+,18049
27411,ex202407,subject193,set37/1/guitar/X_1965-13.wav,set37/1/guitar/Y_1965-25.wav,set37/1/guitar/C_2056-24.wav,A+,A+,A+,A+,87150
27412,ex202407,subject193,set37/1/piano/X_1965-5.wav,set37/1/piano/C_2056-25.wav,set37/1/piano/Y_1965-22.wav,B-,B-,B-,B-,137834
27416,ex202407,subject193,set37/0/guitar/X_2052-4.wav,set37/0/guitar/C_1877-11.wav,set37/0/guitar/Y_2052-9.wav,B+,A-,B-,B-,73805
27417,ex202407,subject193,set37/3/bass/X_1963-30.wav,set37/3/bass/C_2069-23.wav,set37/3/bass/Y_1963-27.wav,B-,A-,A-,A-,85084
27421,ex202407,subject193,set37/2/guitar/X_1877-41.wav,set37/2/guitar/Y_1877-28.wav,set37/2/guitar/C_2051-13.wav,A+,A+,A+,A+,52940
27424,ex202407,subject193,set37/2/mix/X_1877-42.wav,set37/2/mix/C_2051-34.wav,set37/2/mix/Y_1877-36.wav,B+,B+,B+,B+,26201
27425,ex202407,subject193,set37/0/piano/X_2052-34.wav,set37/0/piano/Y_2052-8.wav,set37/0/piano/C_1877-29.wav,A+,A-,A-,A-,38534
27426,ex202407,subject193,set37/3/drums/X_1963-8.wav,set37/3/drums/Y_1963-32.wav,set37/3/drums/C_2069-19.wav,A+,A+,A+,A+,75898
27427,ex202407,subject193,set37/3/guitar/X_1963-36.wav,set37/3/guitar/C_2069-24.wav,set37/3/guitar/Y_1963-26.wav,B+,B+,B+,B+,37263
27428,ex202407,subject193,set37/2/drums/X_1877-21.wav,set37/2/drums/C_2051-21.wav,set37/2/drums/Y_1877-12.wav,B+,B+,B+,B+,57358
27429,ex202407,subject193,set37/2/bass/X_1877-35.wav,set37/2/bass/C_2051-32.wav,set37/2/bass/Y_1877-29.wav,B+,B+,B-,B+,29847
27430,ex202407,subject193,set37/1/mix/X_1965-16.wav,set37/1/mix/Y_1965-4.wav,set37/1/mix/C_2056-30.wav,A+,A+,A+,A+,43502
27431,ex202407,subject193,set37/1/residuals/X_1965-10.wav,set37/1/residuals/Y_1965-34.wav,set37/1/residuals/C_2056-21.wav,A+,A+,A+,A+,21335
27433,ex202407,subject193,set37/3/piano/X_1963-44.wav,set37/3/piano/Y_1963-39.wav,set37/3/piano/C_2069-14.wav,A+,B-,B-,B-,42325
27434,ex202407,subject193,set37/1/drums/X_1965-37.wav,set37/1/drums/Y_1965-43.wav,set37/1/drums/C_2056-43.wav,A+,A+,A+,A+,31474
27435,ex202407,subject193,set37/1/bass/X_1965-33.wav,set37/1/bass/Y_1965-29.wav,set37/1/bass/C_2056-14.wav,A+,A-,A-,A-,51195
27437,ex202407,subject193,set37/3/residuals/X_1963-22.wav,set37/3/residuals/Y_1963-20.wav,set37/3/residuals/C_2069-41.wav,A+,A-,A-,A-,38127
27438,ex202407,subject193,set37/2/residuals/X_1877-33.wav,set37/2/residuals/Y_1877-22.wav,set37/2/residuals/C_2051-32.wav,NA,A-,A-,A-,61091
27443,ex202407,subject193,set37/0/residuals/X_2052-36.wav,set37/0/residuals/Y_2052-35.wav,set37/0/residuals/C_1877-41.wav,A-,A+,A+,A+,44715
27444,ex202407,subject193,set37/2/piano/X_1877-12.wav,set37/2/piano/C_2051-44.wav,set37/2/piano/Y_1877-35.wav,B+,B+,B+,B+,28046
27445,ex202407,subject193,set37/3/mix/X_1963-25.wav,set37/3/mix/Y_1963-23.wav,set37/3/mix/C_2069-33.wav,A-,A+,A-,A-,47581
27448,ex202407,subject96,set8/1/guitar/X_1987-32.wav,set8/1/guitar/Y_1987-36.wav,set8/1/guitar/C_1974-40.wav,A-,A-,A-,A-,84610
27449,ex202407,subject96,set8/2/drums/X_1929-23.wav,set8/2/drums/C_1920-20.wav,set8/2/drums/Y_1929-18.wav,B+,B+,NA,B+,56663
27451,ex202407,subject96,set8/1/piano/X_1987-48.wav,set8/1/piano/C_1974-12.wav,set8/1/piano/Y_1987-17.wav,B+,B-,B-,B-,47991
27452,ex202407,subject96,set8/2/guitar/X_1929-27.wav,set8/2/guitar/C_1920-9.wav,set8/2/guitar/Y_1929-30.wav,B+,B+,B+,B+,32923
27454,ex202407,subject96,set8/0/mix/X_2044-26.wav,set8/0/mix/Y_2044-30.wav,set8/0/mix/C_1895-6.wav,A-,NA,A-,A-,84814
27457,ex202407,subject96,set8/1/residuals/X_1987-27.wav,set8/1/residuals/C_1974-20.wav,set8/1/residuals/Y_1987-49.wav,A+,B-,B-,B-,44175
27461,ex202407,subject96,set8/3/mix/X_2074-1.wav,set8/3/mix/Y_2074-33.wav,set8/3/mix/C_2000-17.wav,A-,A-,A-,A-,36281
27463,ex202407,subject96,set8/3/drums/X_2074-16.wav,set8/3/drums/C_2000-34.wav,set8/3/drums/Y_2074-10.wav,B+,B+,NA,B+,28851
27464,ex202407,subject96,set8/0/piano/X_2044-13.wav,set8/0/piano/C_1895-11.wav,set8/0/piano/Y_2044-27.wav,B+,B+,B+,B+,39232
27465,ex202407,subject96,set8/3/bass/X_2074-7.wav,set8/3/bass/C_2000-8.wav,set8/3/bass/Y_2074-6.wav,B+,B+,B+,B+,21641
27466,ex202407,subject96,set8/3/guitar/X_2074-52.wav,set8/3/guitar/Y_2074-38.wav,set8/3/guitar/C_2000-12.wav,A+,A+,A-,A+,37279
27467,ex202407,subject96,set8/0/bass/X_2044-34.wav,set8/0/bass/C_1895-21.wav,set8/0/bass/Y_2044-2.wav,B+,B+,B+,B+,23345
27468,ex202407,subject96,set8/3/piano/X_2074-47.wav,set8/3/piano/Y_2074-8.wav,set8/3/piano/C_2000-30.wav,A-,A-,NA,A-,57561
27472,ex202407,subject96,set8/0/residuals/X_2044-18.wav,set8/0/residuals/C_1895-4.wav,set8/0/residuals/Y_2044-35.wav,B-,B-,B-,B-,41559
27476,ex202407,subject96,set8/2/residuals/X_1929-28.wav,set8/2/residuals/Y_1929-31.wav,set8/2/residuals/C_1920-21.wav,A+,A+,A+,A+,23889
27477,ex202407,subject96,set8/2/bass/X_1929-32.wav,set8/2/bass/C_1920-31.wav,set8/2/bass/Y_1929-10.wav,B+,B+,B-,B+,43547
27483,ex202407,subject96,set8/0/guitar/X_2044-30.wav,set8/0/guitar/C_1895-2.wav,set8/0/guitar/Y_2044-4.wav,B-,B-,B-,B-,61551
27484,ex202407,subject96,set8/2/mix/X_1929-10.wav,set8/2/mix/C_1920-10.wav,set8/2/mix/Y_1929-25.wav,B+,B+,B-,B+,41821
27490,ex202407,subject96,set8/3/residuals/X_2074-55.wav,set8/3/residuals/C_2000-36.wav,set8/3/residuals/Y_2074-7.wav,B-,B-,B-,B-,56224
27491,ex202407,subject96,set8/1/mix/X_1987-42.wav,set8/1/mix/C_1974-15.wav,set8/1/mix/Y_1987-52.wav,B+,B+,B+,B+,28313
27494,ex202407,subject96,set8/0/drums/X_2044-5.wav,set8/0/drums/Y_2044-29.wav,set8/0/drums/C_1895-17.wav,A+,A+,NA,A+,44133
27495,ex202407,subject96,set8/1/drums/X_1987-19.wav,set8/1/drums/Y_1987-46.wav,set8/1/drums/C_1974-30.wav,A+,A+,NA,A+,40689
27496,ex202407,subject96,set8/2/piano/X_1929-19.wav,set8/2/piano/C_1920-13.wav,set8/2/piano/Y_1929-17.wav,B+,B+,B+,B+,25645
27497,ex202407,subject96,set8/1/bass/X_1987-15.wav,set8/1/bass/C_1974-37.wav,set8/1/bass/Y_1987-53.wav,B+,B-,B-,B-,42491
27498,ex202407,subject192,set47/1/bass/X_1886-43.wav,set47/1/bass/C_2013-80.wav,set47/1/bass/Y_1886-51.wav,B+,B-,B-,B-,87753
27499,ex202407,subject192,set47/0/residuals/X_2094-56.wav,set47/0/residuals/C_1902-35.wav,set47/0/residuals/Y_2094-32.wav,B-,B-,B-,B-,64396
27500,ex202407,subject192,set47/3/bass/X_2004-35.wav,set47/3/bass/C_1940-34.wav,set47/3/bass/Y_2004-30.wav,A-,A+,A-,A-,66819
27501,ex202407,subject192,set47/2/piano/X_1990-33.wav,set47/2/piano/C_1948-24.wav,set47/2/piano/Y_1990-79.wav,B-,A-,A-,A-,72804
27504,ex202407,subject192,set47/0/drums/X_2094-22.wav,set47/0/drums/Y_2094-26.wav,set47/0/drums/C_1902-29.wav,A+,A-,A+,A+,77633
27505,ex202407,subject192,set47/3/drums/X_2004-7.wav,set47/3/drums/Y_2004-9.wav,set47/3/drums/C_1940-2.wav,A+,B-,A+,A-,52979
27508,ex202407,subject192,set47/2/drums/X_1990-55.wav,set47/2/drums/C_1948-35.wav,set47/2/drums/Y_1990-80.wav,B+,B+,B-,B+,42375
27509,ex202407,subject192,set47/2/guitar/X_1990-57.wav,set47/2/guitar/Y_1990-59.wav,set47/2/guitar/C_1948-25.wav,A+,B-,A-,A-,58581
27511,ex202407,subject192,set47/3/piano/X_2004-2.wav,set47/3/piano/Y_2004-12.wav,set47/3/piano/C_1940-19.wav,A+,NA,A-,A-,52904
27513,ex202407,subject192,set47/1/guitar/X_1886-48.wav,set47/1/guitar/Y_1886-20.wav,set47/1/guitar/C_2013-15.wav,A+,A-,A-,A-,44675
27515,ex202407,subject192,set47/3/guitar/X_2004-1.wav,set47/3/guitar/C_1940-34.wav,set47/3/guitar/Y_2004-23.wav,A+,A-,A+,A+,31714
27516,ex202407,subject192,set47/0/guitar/X_2094-24.wav,set47/0/guitar/Y_2094-28.wav,set47/0/guitar/C_1902-18.wav,A+,A-,A+,A+,34582
27517,ex202407,subject192,set47/1/mix/X_1886-26.wav,set47/1/mix/Y_1886-45.wav,set47/1/mix/C_2013-36.wav,A+,A-,A+,A+,49733
27522,ex202407,subject192,set47/1/drums/X_1886-28.wav,set47/1/drums/Y_1886-6.wav,set47/1/drums/C_2013-20.wav,A+,A+,A+,A+,25163
27523,ex202407,subject192,set47/0/mix/X_2094-2.wav,set47/0/mix/Y_2094-53.wav,set47/0/mix/C_1902-23.wav,A+,A-,A+,A-,19818
27525,ex202407,subject192,set47/1/residuals/X_1886-46.wav,set47/1/residuals/C_2013-9.wav,set47/1/residuals/Y_1886-33.wav,B+,B-,B+,B+,36854
27528,ex202407,subject192,set47/2/residuals/X_1990-52.wav,set47/2/residuals/C_1948-40.wav,set47/2/residuals/Y_1990-1.wav,A+,A-,A-,A-,54925
27529,ex202407,subject192,set47/3/residuals/X_2004-5.wav,set47/3/residuals/Y_2004-20.wav,set47/3/residuals/C_1940-6.wav,B+,A+,A-,A-,37292
27530,ex202407,subject192,set47/3/mix/X_2004-6.wav,set47/3/mix/C_1940-13.wav,set47/3/mix/Y_2004-21.wav,A+,A-,A-,A-,34629
27532,ex202407,subject192,set47/0/piano/X_2094-34.wav,set47/0/piano/C_1902-25.wav,set47/0/piano/Y_2094-6.wav,B+,B-,A-,B-,62875
27534,ex202407,subject192,set47/0/bass/X_2094-31.wav,set47/0/bass/Y_2094-37.wav,set47/0/bass/C_1902-27.wav,A+,B-,A-,A-,42252
27536,ex202407,subject192,set47/2/mix/X_1990-62.wav,set47/2/mix/Y_1990-17.wav,set47/2/mix/C_1948-12.wav,A-,B-,A-,A-,41514
27537,ex202407,subject192,set47/2/bass/X_1990-35.wav,set47/2/bass/Y_1990-41.wav,set47/2/bass/C_1948-15.wav,A-,B-,A+,A-,61584
27545,ex202407,subject192,set47/1/piano/X_1886-23.wav,set47/1/piano/Y_1886-38.wav,set47/1/piano/C_2013-85.wav,A+,A-,A-,A-,32532
27548,ex202407,subject59,set48/0/bass/X_1986-51.wav,set48/0/bass/C_2084-7.wav,set48/0/bass/Y_1986-36.wav,NA,B+,B+,B+,50616
27549,ex202407,subject59,set48/2/residuals/X_1975-36.wav,set48/2/residuals/C_2005-1.wav,set48/2/residuals/Y_1975-38.wav,B-,A-,A-,A-,20708
27550,ex202407,subject59,set48/0/residuals/X_1986-14.wav,set48/0/residuals/Y_1986-47.wav,set48/0/residuals/C_2084-31.wav,A-,A-,A-,A-,30620
27552,ex202407,subject59,set48/1/bass/X_2005-19.wav,set48/1/bass/C_1990-52.wav,set48/1/bass/Y_2005-13.wav,B-,B+,B+,B+,244597
27559,ex202407,subject59,set48/3/residuals/X_1963-21.wav,set48/3/residuals/Y_1963-19.wav,set48/3/residuals/C_2007-49.wav,A+,A+,A+,A+,23610
27560,ex202407,subject59,set48/2/bass/X_1975-19.wav,set48/2/bass/C_2005-16.wav,set48/2/bass/Y_1975-39.wav,A-,A-,A-,A-,31646
27564,ex202407,subject59,set48/3/drums/X_1963-3.wav,set48/3/drums/C_2007-32.wav,set48/3/drums/Y_1963-42.wav,NA,B-,NA,B-,68119
27567,ex202407,subject59,set48/0/drums/X_1986-44.wav,set48/0/drums/Y_1986-38.wav,set48/0/drums/C_2084-25.wav,A+,A+,NA,A+,29357
27573,ex202407,subject59,set48/2/drums/X_1975-8.wav,set48/2/drums/Y_1975-11.wav,set48/2/drums/C_2005-20.wav,A+,A+,NA,A+,198407
27575,ex202407,subject59,set48/1/piano/X_2005-8.wav,set48/1/piano/Y_2005-7.wav,set48/1/piano/C_1990-74.wav,A+,A-,A-,A+,25367
27579,ex202407,subject59,set48/3/bass/X_1963-19.wav,set48/3/bass/C_2007-35.wav,set48/3/bass/Y_1963-6.wav,B+,B+,B+,B+,47235
27582,ex202407,subject59,set48/3/mix/X_1963-24.wav,set48/3/mix/C_2007-45.wav,set48/3/mix/Y_1963-38.wav,B+,B+,B+,B+,620246
27583,ex202407,subject59,set48/3/guitar/X_1963-14.wav,set48/3/guitar/C_2007-40.wav,set48/3/guitar/Y_1963-42.wav,B+,B+,B+,B+,61045
27584,ex202407,subject59,set48/1/drums/X_2005-7.wav,set48/1/drums/Y_2005-30.wav,set48/1/drums/C_1990-16.wav,A+,A+,NA,A+,49365
27585,ex202407,subject59,set48/2/piano/X_1975-46.wav,set48/2/piano/C_2005-8.wav,set48/2/piano/Y_1975-45.wav,B+,B+,B+,B+,26057
27586,ex202407,subject59,set48/0/piano/X_1986-45.wav,set48/0/piano/C_2084-30.wav,set48/0/piano/Y_1986-48.wav,B+,B+,B+,B+,53912
27587,ex202407,subject59,set48/0/mix/X_1986-4.wav,set48/0/mix/Y_1986-25.wav,set48/0/mix/C_2084-33.wav,NA,B-,B-,B-,36818
27588,ex202407,subject59,set48/2/mix/X_1975-49.wav,set48/2/mix/Y_1975-4.wav,set48/2/mix/C_2005-22.wav,A+,A-,A-,A+,962138
27591,ex202407,subject59,set48/3/piano/X_1963-37.wav,set48/3/piano/Y_1963-14.wav,set48/3/piano/C_2007-31.wav,A+,A+,A+,A+,23604
27593,ex202407,subject59,set48/1/guitar/X_2005-19.wav,set48/1/guitar/Y_2005-22.wav,set48/1/guitar/C_1990-12.wav,A+,A+,A+,A+,31309
27594,ex202407,subject59,set48/1/mix/X_2005-11.wav,set48/1/mix/Y_2005-35.wav,set48/1/mix/C_1990-59.wav,A+,A+,A+,A+,43361
27595,ex202407,subject59,set48/0/guitar/X_1986-48.wav,set48/0/guitar/C_2084-28.wav,set48/0/guitar/Y_1986-9.wav,B+,B+,B+,B+,25327
27596,ex202407,subject59,set48/1/residuals/X_2005-1.wav,set48/1/residuals/C_1990-11.wav,set48/1/residuals/Y_2005-39.wav,B+,B+,B+,B+,42944
27597,ex202407,subject59,set48/2/guitar/X_1975-41.wav,set48/2/guitar/Y_1975-15.wav,set48/2/guitar/C_2005-20.wav,A+,A+,A+,A+,48778
27599,ex202407,subject278,set54/0/piano/X_2064-32.wav,set54/0/piano/C_1977-42.wav,set54/0/piano/Y_2064-33.wav,B+,A-,B-,B-,27576
27600,ex202407,subject278,set54/2/residuals/X_1943-9.wav,set54/2/residuals/C_1925-22.wav,set54/2/residuals/Y_1943-26.wav,B+,B+,B+,B+,25999
27604,ex202407,subject278,set54/3/guitar/X_1891-14.wav,set54/3/guitar/C_1913-44.wav,set54/3/guitar/Y_1891-47.wav,B+,B+,B-,B+,21136
27605,ex202407,subject278,set54/2/piano/X_1943-50.wav,set54/2/piano/Y_1943-10.wav,set54/2/piano/C_1925-14.wav,B+,A-,A-,A-,23699
27610,ex202407,subject278,set54/2/guitar/X_1943-36.wav,set54/2/guitar/Y_1943-35.wav,set54/2/guitar/C_1925-5.wav,B-,A-,A+,A-,23056
27611,ex202407,subject278,set54/3/bass/X_1891-23.wav,set54/3/bass/Y_1891-33.wav,set54/3/bass/C_1913-66.wav,A+,A-,A-,A-,23964
27613,ex202407,subject278,set54/1/drums/X_1892-18.wav,set54/1/drums/C_2084-20.wav,set54/1/drums/Y_1892-34.wav,A-,B+,B-,B-,17022
27614,ex202407,subject278,set54/3/drums/X_1891-23.wav,set54/3/drums/Y_1891-41.wav,set54/3/drums/C_1913-45.wav,A+,A-,A+,A+,30850
27615,ex202407,subject278,set54/2/drums/X_1943-31.wav,set54/2/drums/C_1925-16.wav,set54/2/drums/Y_1943-38.wav,B+,A+,B-,B-,20830
27617,ex202407,subject278,set54/1/bass/X_1892-5.wav,set54/1/bass/C_2084-36.wav,set54/1/bass/Y_1892-33.wav,B+,B-,B+,B+,23312
27619,ex202407,subject278,set54/0/mix/X_2064-27.wav,set54/0/mix/Y_2064-25.wav,set54/0/mix/C_1977-33.wav,A+,A+,A+,A+,26505
27620,ex202407,subject278,set54/0/residuals/X_2064-23.wav,set54/0/residuals/C_1977-35.wav,set54/0/residuals/Y_2064-38.wav,B+,B+,B-,B+,23939
27621,ex202407,subject278,set54/2/bass/X_1943-51.wav,set54/2/bass/Y_1943-20.wav,set54/2/bass/C_1925-20.wav,A+,A-,A+,A+,21517
27622,ex202407,subject278,set54/1/piano/X_1892-21.wav,set54/1/piano/C_2084-21.wav,set54/1/piano/Y_1892-10.wav,B+,B+,B-,B+,20685
27625,ex202407,subject278,set54/3/residuals/X_1891-33.wav,set54/3/residuals/C_1913-16.wav,set54/3/residuals/Y_1891-26.wav,B+,B-,B+,B+,23223
27626,ex202407,subject278,set54/1/guitar/X_1892-5.wav,set54/1/guitar/C_2084-54.wav,set54/1/guitar/Y_1892-19.wav,B-,B-,A-,B-,22566
27633,ex202407,subject278,set54/1/residuals/X_1892-13.wav,set54/1/residuals/C_2084-55.wav,set54/1/residuals/Y_1892-32.wav,B+,B-,B+,B+,25937
27634,ex202407,subject278,set54/1/mix/X_1892-10.wav,set54/1/mix/C_2084-14.wav,set54/1/mix/Y_1892-14.wav,B-,B+,B+,B+,22132
27635,ex202407,subject278,set54/0/drums/X_2064-30.wav,set54/0/drums/Y_2064-28.wav,set54/0/drums/C_1977-5.wav,A+,A+,A+,A+,26371
27636,ex202407,subject278,set54/3/mix/X_1891-44.wav,set54/3/mix/Y_1891-3.wav,set54/3/mix/C_1913-46.wav,A-,B-,B-,B-,19322
27637,ex202407,subject278,set54/3/piano/X_1891-16.wav,set54/3/piano/C_1913-62.wav,set54/3/piano/Y_1891-17.wav,B+,B-,A-,B-,22664
27640,ex202407,subject278,set54/0/guitar/X_2064-16.wav,set54/0/guitar/Y_2064-48.wav,set54/0/guitar/C_1977-15.wav,A+,A-,A-,A-,28480
27643,ex202407,subject278,set54/2/mix/X_1943-44.wav,set54/2/mix/C_1925-21.wav,set54/2/mix/Y_1943-33.wav,B+,B+,B-,B+,23367
27645,ex202407,subject278,set54/0/bass/X_2064-44.wav,set54/0/bass/Y_2064-10.wav,set54/0/bass/C_1977-45.wav,A+,A-,A-,A-,28395
27648,ex202407,subject109,set18/2/piano/X_2016-15.wav,set18/2/piano/C_2005-38.wav,set18/2/piano/Y_2016-4.wav,B-,B-,NA,B-,69176
27649,ex202407,subject109,set18/1/guitar/X_2061-32.wav,set18/1/guitar/Y_2061-45.wav,set18/1/guitar/C_1896-19.wav,NA,A-,A-,A-,49196
27652,ex202407,subject109,set18/2/drums/X_2016-9.wav,set18/2/drums/Y_2016-44.wav,set18/2/drums/C_2005-23.wav,A+,A+,A+,A+,24020
27654,ex202407,subject109,set18/0/guitar/X_1929-33.wav,set18/0/guitar/Y_1929-23.wav,set18/0/guitar/C_1902-42.wav,A+,A+,A+,A+,83837
27655,ex202407,subject109,set18/2/residuals/X_2016-49.wav,set18/2/residuals/C_2005-39.wav,set18/2/residuals/Y_2016-38.wav,B+,B+,B+,B+,35111
27656,ex202407,subject109,set18/0/piano/X_1929-15.wav,set18/0/piano/C_1902-50.wav,set18/0/piano/Y_1929-7.wav,B+,B+,B+,B+,44577
27658,ex202407,subject109,set18/0/mix/X_1929-40.wav,set18/0/mix/C_1902-40.wav,set18/0/mix/Y_1929-32.wav,B+,B+,B+,B+,38773
27661,ex202407,subject109,set18/2/mix/X_2016-45.wav,set18/2/mix/C_2005-9.wav,set18/2/mix/Y_2016-20.wav,B+,B+,B+,B+,49935
27665,ex202407,subject109,set18/3/guitar/X_1977-43.wav,set18/3/guitar/C_1985-48.wav,set18/3/guitar/Y_1977-17.wav,B+,B+,B+,B+,34584
27668,ex202407,subject109,set18/2/bass/X_2016-14.wav,set18/2/bass/C_2005-31.wav,set18/2/bass/Y_2016-41.wav,B+,B+,B+,B+,39327
27669,ex202407,subject109,set18/1/mix/X_2061-29.wav,set18/1/mix/Y_2061-46.wav,set18/1/mix/C_1896-43.wav,NA,A-,A-,A-,74095
27670,ex202407,subject109,set18/0/drums/X_1929-20.wav,set18/0/drums/Y_1929-35.wav,set18/0/drums/C_1902-37.wav,A+,A+,A+,A+,69935
